DRAFT_ID,PLAYER_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,ORGANIZATION,ORGANIZATION_TYPE
1,78023,Irv Rothenberg,1947,0,0,0,1610610036,Washington,Capitols,WAS,Long Island-Brooklyn,College/University
2,78185,Donald Smith,1947,0,0,0,1610610025,Chicago,Stags,CHS,Minnesota,College/University
3,77999,Red Rocha,1947,0,0,0,1610610035,Toronto,Huskies,HUS,Oregon State,College/University
4,79284,Jack Stone,1947,0,0,0,1610610025,Chicago,Stags,CHS,Kansas State,College/University
5,78402,Gene Vance,1947,0,0,0,1610610025,Chicago,Stags,CHS,Illinois,College/University
6,77613,Wat Misaka,1947,0,0,0,1610612752,New York,Knicks,NYK,Utah,College/University
7,77938,Joseph Reiser,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,New York University,College/University
8,76507,Jimmy Darden,1947,0,0,0,1610610025,Chicago,Stags,CHS,Denver,College/University
9,79285,Ray Evans,1947,0,0,0,1610612752,New York,Knicks,NYK,Kansas,College/University
10,79286,Ed Golub,1947,0,0,0,1610612752,New York,Knicks,NYK,Unknown,Unknown
11,79287,Garland Head,1947,0,0,0,1610612752,New York,Knicks,NYK,Texas Tech,College/University
12,79288,Ron Livingston,1947,0,0,0,1610612752,New York,Knicks,NYK,St. Mary's (CA),College/University
13,76773,Harry Gallatin,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,Truman State,College/University
14,78650,Matt Zunic,1947,0,0,0,1610610036,Washington,Capitols,WAS,George Washington,College/University
15,77684,Fred Nagy,1947,0,0,0,1610610031,Pittsburgh,Ironmen,PIT,Akron,College/University
16,79315,Bill Burke,1947,0,0,0,1610610036,Washington,Capitols,WAS,St. Mary's (MD),College/University
17,77686,Paul Napolitano,1947,0,0,0,1610610034,St. Louis,Bombers,BOM,San Francisco,College/University
18,79316,Abel Rodriguez,1947,0,0,0,1610610036,Washington,Capitols,WAS,San Francisco,College/University
19,78344,Jack Tingle,1947,0,0,0,1610610036,Washington,Capitols,WAS,Kentucky,College/University
20,76407,Paul Cloyd,1947,0,0,0,1610610036,Washington,Capitols,WAS,Wisconsin,College/University
21,79278,Bob Alemeida,1947,0,0,0,1610612738,Boston,Celtics,BOS,Unknown,Unknown
22,79279,George Felt,1947,0,0,0,1610612738,Boston,Celtics,BOS,Northwestern,College/University
23,79280,John Kelly,1947,0,0,0,1610612738,Boston,Celtics,BOS,Notre Dame,College/University
24,77452,John Mandic,1947,0,0,0,1610610036,Washington,Capitols,WAS,Oregon State,College/University
25,77462,Saul Mariaschin,1947,0,0,0,1610610036,Washington,Capitols,WAS,Harvard,College/University
26,79281,George Petrovick,1947,0,0,0,1610612738,Boston,Celtics,BOS,Unknown,Unknown
27,77014,Jack Hewson,1947,0,0,0,1610612738,Boston,Celtics,BOS,Temple,College/University
28,78275,Gene Stump,1947,0,0,0,1610612738,Boston,Celtics,BOS,DePaul,College/University
29,76689,Johnny Ezersky,1947,0,0,0,1610612738,Boston,Celtics,BOS,Rhode Island,College/University
30,79282,Ralph Bishop,1947,0,0,0,1610610025,Chicago,Stags,CHS,Washington,College/University
31,79283,Hank Decker,1947,0,0,0,1610610025,Chicago,Stags,CHS,West Texas A&M,College/University
32,79303,Dick Furey,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,St. Thomas (MN),College/University
33,76161,Hank Biasatti,1947,0,0,0,1610612738,Boston,Celtics,BOS,Long Island-Brooklyn,College/University
34,79301,Joe Barry,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,Unknown,Unknown
35,79300,Jack Walton,1947,0,0,0,1610610031,Pittsburgh,Ironmen,PIT,DePaul,College/University
36,79298,Herman Knoche,1947,0,0,0,1610610031,Pittsburgh,Ironmen,PIT,Washington & Jefferson,College/University
37,79297,Dick Ives,1947,0,0,0,1610610031,Pittsburgh,Ironmen,PIT,Iowa,College/University
38,79296,George Brown,1947,0,0,0,1610610031,Pittsburgh,Ironmen,PIT,Unknown,Unknown
39,79295,Bob Alamo,1947,0,0,0,1610610031,Pittsburgh,Ironmen,PIT,Santa Clara,College/University
40,79294,Ed Koffenberger,1947,0,0,0,1610612744,Philadelphia,Warriors,PHW,Duke,College/University
41,79290,Carl Reichert,1947,0,0,0,1610612752,New York,Knicks,NYK,Findlay,College/University
42,79291,Tom Tomlinson,1947,0,0,0,1610612752,New York,Knicks,NYK,Southern Methodist,College/University
43,76615,Andy Duncan,1947,0,0,0,1610612752,New York,Knicks,NYK,William & Mary,College/University
44,77853,Andy Phillip,1947,0,0,0,1610610025,Chicago,Stags,CHS,Illinois,College/University
45,77867,Jim Pollard,1947,0,0,0,1610610025,Chicago,Stags,CHS,Stanford,College/University
46,78070,Ben Schadler,1947,0,0,0,1610610025,Chicago,Stags,CHS,Northwestern,College/University
47,79293,Jim Kaeding,1947,0,0,0,1610612744,Philadelphia,Warriors,PHW,York (PA),College/University
48,79292,Norman Butz,1947,0,0,0,1610612744,Philadelphia,Warriors,PHW,Saint Joseph's,College/University
49,77867,Jim Pollard,1947,0,0,0,1610612744,Philadelphia,Warriors,PHW,Stanford,College/University
50,77867,Jim Pollard,1947,0,0,0,1610610034,St. Louis,Bombers,BOM,Stanford,College/University
51,76769,Elmer R. Gainer,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,DePaul,College/University
52,79323,John Rusinko,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,Penn State,College/University
53,79322,Charles Raynor,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,Houston,College/University
54,79320,Bob Jake,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,Vermont,College/University
55,79319,Hugh Hampton,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,High Point,College/University
56,79318,Scotty Hamilton,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,West Virginia,College/University
57,79317,Robert Bolyard,1947,0,0,0,1610610024,Baltimore,Bullets,BAL,Toledo,College/University
58,77036,"Bear, The Body Hoffman",1947,0,0,0,1610610035,Toronto,Huskies,HUS,Purdue,College/University
59,79289,Dan Miller,1947,0,0,0,1610612752,New York,Knicks,NYK,Saint Louis,College/University
60,79314,Wimpy Quinn,1947,0,0,0,1610610035,Toronto,Huskies,HUS,Oregon,College/University
61,79313,Frank Broyles,1947,0,0,0,1610610035,Toronto,Huskies,HUS,Georgia Tech,College/University
62,79312,Herb Wilkinson,1947,0,0,0,1610610034,St. Louis,Bombers,BOM,Iowa,College/University
63,79310,Bill Strannigan,1947,0,0,0,1610610034,St. Louis,Bombers,BOM,Wyoming,College/University
64,79309,Bob Kurland,1947,0,0,0,1610610034,St. Louis,Bombers,BOM,Oklahoma State,College/University
65,79308,Jack Knopf,1947,0,0,0,1610610034,St. Louis,Bombers,BOM,Louisville,College/University
66,77072,Bob Hubbard,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,Springfield,College/University
67,79307,Al Nichols,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,Rhode Island,College/University
68,79306,John Mills,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,Hofstra,College/University
69,79305,Roy Lipscomb,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,St. Mary's (MD),College/University
70,79304,Bob Joyce,1947,0,0,0,1610610032,Providence,Steamrollers,PRO,Bates,College/University
71,79299,Clifton McNeeley,1947,1,1,1,1610610031,Pittsburgh,Ironmen,PIT,Texas-El Paso,College/University
72,78109,Glen Selbo,1947,1,2,2,1610610035,Toronto,Huskies,HUS,Wisconsin,College/University
73,76649,Eddie Ehlers,1947,1,3,3,1610612738,Boston,Celtics,BOS,Purdue,College/University
74,79302,Walt Dropo,1947,1,4,4,1610610032,Providence,Steamrollers,PRO,Connecticut,College/University
75,77048,Dick Holub,1947,1,5,5,1610612752,New York,Knicks,NYK,Long Island-Brooklyn,College/University
76,76479,Francis Crossin,1947,1,6,6,1610612744,Philadelphia,Warriors,PHW,Pennsylvania,College/University
77,79311,Jack Underman,1947,1,7,7,1610610034,St. Louis,Bombers,BOM,Ohio State,College/University
78,77088,Paul Huston,1947,1,8,8,1610610025,Chicago,Stags,CHS,Ohio State,College/University
79,77752,Dick O'Keefe,1947,1,9,9,1610610036,Washington,Capitols,WAS,Santa Clara,College/University
80,79321,Larry Killick,1947,1,10,10,1610610024,Baltimore,Bullets,BAL,Vermont,College/University
81,77889,Roy Pugh,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Southern Methodist,College/University
82,79358,C.T. Parker,1948,0,0,0,1610610036,Washington,Capitols,WAS,Louisiana Tech,College/University
83,79359,Don Walker,1948,0,0,0,1610610036,Washington,Capitols,WAS,Sam Houston State,College/University
84,79360,Al Williams,1948,0,0,0,1610610036,Washington,Capitols,WAS,Arkansas,College/University
85,79357,Thorton Jenkins,1948,0,0,0,1610610036,Washington,Capitols,WAS,Missouri,College/University
86,78012,Kenny Rollins,1948,0,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Kentucky,College/University
87,79356,Ed Hughes,1948,0,0,0,1610610036,Washington,Capitols,WAS,San Jose State,College/University
88,77616,Murray Mitchell,1948,0,0,0,1610612738,Boston,Celtics,BOS,Sam Houston State,College/University
89,79355,Fred Bartell,1948,0,0,0,1610610036,Washington,Capitols,WAS,Oregon,College/University
90,76414,Jack Coleman,1948,0,0,0,1610610032,Providence,Steamrollers,PRO,Louisville,College/University
91,78521,Murray Wier,1948,0,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Iowa,College/University
92,79370,Link Richmond,1948,0,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Arizona,College/University
93,76438,Bobby Cook,1948,0,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Wisconsin,College/University
94,77436,Johnny Macknowski,1948,0,0,0,1610612758,Rochester,Royals,ROC,Seton Hall,College/University
95,78434,Brady Walker,1948,0,0,0,1610610032,Providence,Steamrollers,PRO,Brigham Young,College/University
96,78525,D.C. Wilcutt,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University
97,79350,Gordon Flick,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Drake,College/University
98,77425,Ray Lumpp,1948,0,0,0,1610610029,Indianapolis,Jets,JET,New York University,College/University
99,76937,Alex Hannum,1948,0,0,0,1610610029,Indianapolis,Jets,JET,Southern California,College/University
100,78483,Dick Wehr,1948,0,0,0,1610610029,Indianapolis,Jets,JET,Rice,College/University
101,77529,Mel McGaha,1948,0,0,0,1610612752,New York,Knicks,NYK,Arkansas,College/University
102,77303,Andy Kostecka,1948,0,0,0,1610610029,Indianapolis,Jets,JET,Georgetown,College/University
103,79377,Cliff Crandall,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Oregon State,College/University
104,79379,Ken Jastrow,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Denver,College/University
105,79380,Bob Lowther,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Louisiana State,College/University
106,79381,Junior Skogland,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Gustavus Adolphus,College/University
107,79382,Quentin Stinson,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Southern Illinois,College/University
108,76778,Earl Gardner,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,DePauw,College/University
109,76808,Dee Gibson,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Western Kentucky,College/University
110,76711,Arnie Ferrin,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Utah,College/University
111,79383,Alex Athas,1948,0,0,0,1610612758,Rochester,Royals,ROC,Tulane,College/University
112,77317,Leo Kubiak,1948,0,0,0,1610612758,Rochester,Royals,ROC,Bowling Green,College/University
113,79384,Ed Keim,1948,0,0,0,1610612758,Rochester,Royals,ROC,Niagara,College/University
114,76768,Billy Gabor,1948,0,0,0,1610612758,Rochester,Royals,ROC,Syracuse,College/University
115,79385,Lionel Melamed,1948,0,0,0,1610612758,Rochester,Royals,ROC,City College of New York,College/University
116,79388,Paul Yesavi,1948,0,0,0,1610612758,Rochester,Royals,ROC,Niagara,College/University
117,79386,Hank O'Keefe,1948,0,0,0,1610612758,Rochester,Royals,ROC,Canisius,College/University
118,79387,Warren Stickel,1948,0,0,0,1610612758,Rochester,Royals,ROC,Syracuse,College/University
119,76080,Johnny Bach,1948,0,0,0,1610612738,Boston,Celtics,BOS,Fordham,College/University
120,77226,Leo Katkaveck,1948,0,0,0,1610610036,Washington,Capitols,WAS,North Carolina State,College/University
121,79361,Jim Black,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Occidental,College/University
122,79362,Robert Carroll,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,West Virginia,College/University
123,79363,Marvin English,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Newberry,College/University
124,79364,Gene Fellmoth,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Wittenberg,College/University
125,77801,Jack Parkinson,1948,0,0,0,1610610036,Washington,Capitols,WAS,Kentucky,College/University
126,79365,J. W. Fullerton,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Arkansas State,College/University
127,79366,Marshall Gemberling,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Lebanon Valley,College/University
128,79367,Vince Hansen,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Washington State,College/University
129,79368,Wayne Jones,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,American International,College/University
130,79369,Paul Marcincin,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Moravian,College/University
131,77041,Joe Holland,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Kentucky,College/University
132,77309,Dan Kraus,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Georgetown,College/University
133,77310,Herb Krautblatt,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Rider,College/University
134,76359,Jake Carter,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Texas A&M-Commerce,College/University
135,79371,Reede Berg,1948,0,0,0,1610610029,Indianapolis,Jets,JET,Oregon,College/University
136,79372,Jack Coleman,1948,0,0,0,1610610029,Indianapolis,Jets,JET,Louisiana State,College/University
137,79373,Norman Kohler,1948,0,0,0,1610610029,Indianapolis,Jets,JET,North Carolina,College/University
138,79375,Bob Paxton,1948,0,0,0,1610610029,Indianapolis,Jets,JET,North Carolina,College/University
139,79376,Jack Phoenix,1948,0,0,0,1610610029,Indianapolis,Jets,JET,Idaho,College/University
140,79347,Ed Faber,1948,0,0,0,1610610032,Providence,Steamrollers,PRO,Trinity (TX),College/University
141,79348,Verl Heap,1948,0,0,0,1610610032,Providence,Steamrollers,PRO,Arizona State,College/University
142,79332,Ed Mills,1948,0,0,0,1610610025,Chicago,Stags,CHS,Wisconsin,College/University
143,79331,Mickey Marty,1948,0,0,0,1610610025,Chicago,Stags,CHS,Loras,College/University
144,77238,Tom Kelly,1948,0,0,0,1610612738,Boston,Celtics,BOS,New York University,College/University
145,79349,Otto Snellbacher,1948,0,0,0,1610610032,Providence,Steamrollers,PRO,Kansas,College/University
146,77769,Johnny Orr,1948,0,0,0,1610612747,Minneapolis,Lakers,MNL,Beloit,College/University
147,76974,Marshall Hawkins,1948,0,0,0,1610612738,Boston,Celtics,BOS,Tennessee,College/University
148,79330,Ray Wehde,1948,0,0,0,1610612738,Boston,Celtics,BOS,Iowa State,College/University
149,79329,Guinn Phillips,1948,0,0,0,1610612738,Boston,Celtics,BOS,Texas Wesleyan,College/University
150,79328,Jack Hauser,1948,0,0,0,1610612738,Boston,Celtics,BOS,Denver,College/University
151,79326,Neil Dooley,1948,0,0,0,1610612738,Boston,Celtics,BOS,Colgate,College/University
152,79325,Bob Curran,1948,0,0,0,1610612738,Boston,Celtics,BOS,Holy Cross,College/University
153,79324,Norman Carey,1948,0,0,0,1610612738,Boston,Celtics,BOS,Oregon State,College/University
154,76306,Jack Burmaster,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Illinois,College/University
155,78141,Dick Shrider,1948,0,0,0,1610612752,New York,Knicks,NYK,Ohio,College/University
156,77968,Goebel Ritter,1948,0,0,0,1610612752,New York,Knicks,NYK,Eastern Kentucky,College/University
157,77841,Ed Peterson,1948,0,0,0,1610612752,New York,Knicks,NYK,Cornell,College/University
158,76155,Gene Berce,1948,0,0,0,1610612752,New York,Knicks,NYK,Marquette,College/University
159,79346,A. L. Bennett,1948,0,0,0,1610610032,Providence,Steamrollers,PRO,Oklahoma State,College/University
160,79345,Andy Wolfe,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,California,College/University
161,79344,Joe Wahl,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Akron,College/University
162,79343,Tom Short,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Kansas Wesleyan,College/University
163,79342,Clint Pace,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Pepperdine,College/University
164,79341,Joe Nelson,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Brigham Young,College/University
165,79340,Hugh Compton,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Louisville,College/University
166,79339,William Brown,1948,0,0,0,1610612744,Philadelphia,Warriors,PHW,Maryland,College/University
167,76773,Harry Gallatin,1948,0,0,0,1610612752,New York,Knicks,NYK,Truman State,College/University
168,79338,John Stanisch,1948,0,0,0,1610612752,New York,Knicks,NYK,California-Los Angeles,College/University
169,79337,Keith Grimes,1948,0,0,0,1610612752,New York,Knicks,NYK,East Central,College/University
170,79336,Leland Byrd,1948,0,0,0,1610612752,New York,Knicks,NYK,West Virginia,College/University
171,76571,John Dillon,1948,0,0,0,1610610025,Chicago,Stags,CHS,North Carolina,College/University
172,77217,Edwin Kachan,1948,0,0,0,1610610025,Chicago,Stags,CHS,DePaul,College/University
173,78225,Odie Spears,1948,0,0,0,1610610025,Chicago,Stags,CHS,Western Kentucky,College/University
174,76270,Darrell Brown,1948,0,0,0,1610610024,Baltimore,Bullets,BAL,Humboldt State,College/University
175,79335,Fred Weber,1948,0,0,0,1610610025,Chicago,Stags,CHS,Siena,College/University
176,79334,Joe Shafer,1948,0,0,0,1610610025,Chicago,Stags,CHS,Wheaton (IL),College/University
177,79333,Don Reagan,1948,0,0,0,1610610025,Chicago,Stags,CHS,Murray State,College/University
178,79352,John Hoppin,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Dickinson,College/University
179,79353,Dan London,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Washington (MO),College/University
180,79354,D. Miller,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University
181,77797,Estes Parham,1948,0,0,0,1610610034,St. Louis,Bombers,BOM,Texas Wesleyan,College/University
182,78353,Andy Tonkovich,1948,1,1,1,1610610032,Providence,Steamrollers,PRO,Marshall,College/University
183,79374,George Kok,1948,1,2,2,1610610029,Indianapolis,Jets,JET,Arkansas,College/University
184,79327,George Hauptfuhrer,1948,1,3,3,1610612738,Boston,Celtics,BOS,Harvard,College/University
185,78076,Dolph Schayes,1948,1,4,4,1610612752,New York,Knicks,NYK,New York University,College/University
186,77590,Ed Mikan,1948,1,5,5,1610610025,Chicago,Stags,CHS,DePaul,College/University
187,76298,Walter Budko,1948,1,6,6,1610610024,Baltimore,Bullets,BAL,Columbia,College/University
188,79351,Robert Gale,1948,1,7,7,1610610034,St. Louis,Bombers,BOM,Cornell,College/University
189,78573,Ward Williams,1948,1,8,8,1610612765,Ft. Wayne Zollner,Pistons,FTW,Indiana,College/University
190,79378,Chuck Hanger,1948,1,9,9,1610612747,Minneapolis,Lakers,MNL,California,College/University
191,78453,Bobby Wanzer,1948,1,10,10,1610612758,Rochester,Royals,ROC,Seton Hall,College/University
192,77918,Don Ray,1948,1,11,11,1610612744,Philadelphia,Warriors,PHW,Western Kentucky,College/University
193,77713,Jack Nichols,1948,1,12,12,1610610036,Washington,Capitols,WAS,Washington,College/University
194,77593,Vern Mikkelsen,1949,0,0,0,1610612747,Minneapolis,Lakers,MNL,Hamline,College/University
195,79411,Jim Lacy,1949,0,0,0,1610610036,Washington,Capitols,WAS,Loyola-Maryland,College/University
196,79420,Charlie Maas,1949,0,0,0,1610610030,Indianapolis,Olympians,INO,Butler,College/University
197,79410,Maynard Haitcock,1949,0,0,0,1610610036,Washington,Capitols,WAS,George Washington,College/University
198,79413,Bill Evans,1949,0,0,0,1610610024,Baltimore,Bullets,BAL,Drake,College/University
199,79419,Dal Zuber,1949,0,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Toledo,College/University
200,79401,Paul Courty,1949,0,0,0,1610610032,Providence,Steamrollers,PRO,Oklahoma,College/University
201,79414,Tom Gallagher,1949,0,0,0,1610610024,Baltimore,Bullets,BAL,St. Francis Brooklyn,College/University
202,78447,Paul Walther,1949,0,0,0,1610612747,Minneapolis,Lakers,MNL,Tennessee,College/University
203,76962,Bob Harrison,1949,0,0,0,1610612747,Minneapolis,Lakers,MNL,Michigan,College/University
204,79404,Jack Theolan,1949,0,0,0,1610610032,Providence,Steamrollers,PRO,DePaul,College/University
205,79403,Bill Tanzler,1949,0,0,0,1610610032,Providence,Steamrollers,PRO,Florida,College/University
206,79402,Carl Schaeffer,1949,0,0,0,1610610032,Providence,Steamrollers,PRO,Alabama,College/University
207,79422,J.L. Parks,1949,0,0,0,1610610030,Indianapolis,Olympians,INO,Oklahoma State,College/University
208,79421,Jim O'Halloran,1949,0,0,0,1610610030,Indianapolis,Olympians,INO,Notre Dame,College/University
209,78074,Marv Schatzman,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University
210,79392,Bill Tom,1949,0,0,0,1610612738,Boston,Celtics,BOS,Rice,College/University
211,79397,Ken Kearns,1949,0,0,0,1610612752,New York,Knicks,NYK,Arkansas,College/University
212,79393,Bill Vandenburgh,1949,0,0,0,1610612738,Boston,Celtics,BOS,Washington,College/University
213,79394,Russ Washburn,1949,0,0,0,1610612738,Boston,Celtics,BOS,Colby,College/University
214,79409,Preston Ward,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Missouri State,College/University
215,79417,Roger Wiley,1949,0,0,0,1610610024,Baltimore,Bullets,BAL,Oregon,College/University
216,79395,Bill Weight,1949,0,0,0,1610612738,Boston,Celtics,BOS,Brigham Young,College/University
217,79396,Don Bagley,1949,0,0,0,1610612752,New York,Knicks,NYK,Notre Dame,College/University
218,79398,Bill Kleine,1949,0,0,0,1610612752,New York,Knicks,NYK,Missouri Valley,College/University
219,79400,Bob Prewitt,1949,0,0,0,1610612752,New York,Knicks,NYK,Southern Methodist,College/University
220,79399,Bill Litchfield,1949,0,0,0,1610612752,New York,Knicks,NYK,Emporia State,College/University
221,79418,Bill Zipple,1949,0,0,0,1610610024,Baltimore,Bullets,BAL,Lafayette,College/University
222,79416,Eppa Rixey,1949,0,0,0,1610610024,Baltimore,Bullets,BAL,Kenyon,College/University
223,79391,Emerson Speicher,1949,0,0,0,1610612738,Boston,Celtics,BOS,Bowling Green,College/University
224,79390,Jim Simpson,1949,0,0,0,1610612738,Boston,Celtics,BOS,Bates,College/University
225,79389,Ed Little,1949,0,0,0,1610612738,Boston,Celtics,BOS,Denver Junior College,College/University
226,79415,Jim McMullen,1949,0,0,0,1610610024,Baltimore,Bullets,BAL,Xavier,College/University
227,79408,Eddie Van Zant,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Northwestern Oklahoma State,College/University
228,79405,Joe Crandall,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Oregon State,College/University
229,79407,Bob Retherford,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Nebraska,College/University
230,77429,Ed Macauley,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Saint Louis,College/University
231,79406,Jack Davidson,1949,0,0,0,1610610034,St. Louis,Bombers,BOM,Stanford,College/University
232,78124,Howie Shannon,1949,1,1,1,1610610032,Providence,Steamrollers,PRO,Kansas State,College/University
233,76897,Alex Groza,1949,1,2,2,1610610030,Indianapolis,Olympians,INO,Kentucky,College/University
234,76959,Bob Harris,1949,1,3,3,1610612765,Ft. Wayne Zollner,Pistons,FTW,Oklahoma State,College/University
235,77346,Tony Lavelli,1949,1,4,4,1610612738,Boston,Celtics,BOS,Yale,College/University
236,76779,Vern Gardner,1949,1,5,5,1610612744,Philadelphia,Warriors,PHW,Utah,College/University
237,77392,Ron Livingstone,1949,1,6,6,1610610024,Baltimore,Bullets,BAL,Wyoming,College/University
238,77537,Dick McGuire,1949,1,7,7,1610612752,New York,Knicks,NYK,St. John's (NY),College/University
239,77199,Wallace Jones,1949,1,8,8,1610610036,Washington,Capitols,WAS,Kentucky,College/University
240,77249,Jack Kerris,1949,1,9,9,1610610025,Chicago,Stags,CHS,Loyola-Chicago,College/University
241,78063,Frank Saul,1949,1,10,10,1610612758,Rochester,Royals,ROC,Seton Hall,College/University
242,77758,Johnny Oldham,1949,2,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Western Kentucky,College/University
243,76131,Ralph Beard,1949,2,0,0,1610610025,Chicago,Stags,CHS,Kentucky,College/University
244,79412,Jim Owens,1949,2,0,0,1610610036,Washington,Capitols,WAS,Baylor,College/University
245,76110,Leo Barnhorst,1949,2,0,0,1610610030,Indianapolis,Olympians,INO,Notre Dame,College/University
246,77218,George Kaftan,1949,2,0,0,1610612738,Boston,Celtics,BOS,Holy Cross,College/University
247,76585,Harry Donovan,1949,2,0,0,1610612752,New York,Knicks,NYK,Muhlenberg,College/University
248,77724,Jim Nolan,1949,2,0,0,1610612744,Philadelphia,Warriors,PHW,Georgia Tech,College/University
249,76414,Jack Coleman,1949,2,0,0,1610612758,Rochester,Royals,ROC,Louisville,College/University
250,77769,Johnny Orr,1949,2,0,0,1610610034,St. Louis,Bombers,BOM,Beloit,College/University
251,76190,Nelson Bobb,1949,3,0,0,1610612744,Philadelphia,Warriors,PHW,Temple,College/University
252,76636,Thomas Eddleman,1949,3,0,0,1610610025,Chicago,Stags,CHS,Illinois,College/University
253,76835,Paul Gordon,1949,3,0,0,1610610024,Baltimore,Bullets,BAL,Notre Dame,College/University
254,77366,Ed Leede,1949,3,0,0,1610610032,Providence,Steamrollers,PRO,Dartmouth,College/University
255,78075,Fred Schaus,1949,3,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,West Virginia,College/University
256,77779,Mac Otten,1949,3,0,0,1610610030,Indianapolis,Olympians,INO,Bowling Green,College/University
257,78405,Ernie Vandeweghe,1949,3,0,0,1610612752,New York,Knicks,NYK,Colgate,College/University
258,77659,Joe Mullaney,1949,3,0,0,1610612738,Boston,Celtics,BOS,Holy Cross,College/University
259,77834,Warren Perkins,1949,4,0,0,1610610032,Providence,Steamrollers,PRO,Tulane,College/University
260,76687,Bob Evans,1949,4,0,0,1610610030,Indianapolis,Olympians,INO,Butler,College/University
261,77683,Jerry Nagel,1949,4,0,0,1610612765,Ft. Wayne Zollner,Pistons,FTW,Loyola-Chicago,College/University
262,76452,Ray Corley,1949,5,0,0,1610610032,Providence,Steamrollers,PRO,Georgetown,College/University
263,76098,Cliff Barker,1949,5,0,0,1610610036,Washington,Capitols,WAS,Kentucky,College/University
264,76580,Earl Dodd,1949,5,0,0,1610610034,St. Louis,Bombers,BOM,Truman State,College/University
265,76214,Don Boven,1949,6,0,0,1610610030,Indianapolis,Olympians,INO,Western Michigan,College/University
266,77887,John Pritchard,1949,7,0,0,1610610034,St. Louis,Bombers,BOM,Drake,College/University
267,78033,Bob Royer,1949,8,0,0,1610610032,Providence,Steamrollers,PRO,Indiana State,College/University
268,77285,Duane Klueh,1949,8,0,0,1610612738,Boston,Celtics,BOS,Indiana State,College/University
