STATS_ID,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,76001,0,0,256,53,3200,620,1236,0.501618,0,3,0,225,321,0.700934,283,563,846,85,71,69,247,484,1465
1,76002,0,0,505,0,11023,1769,4138,0.427501,0,0,0,1019,1400,0.727857,503,1124,4065,601,131,205,11,1120,4557
2,76003,0,0,1560,1476,57446,15837,28307,0.559472,1,18,0.055555555555556,6712,9304,0.72141,2975,9394,17440,5660,1160,3189,2527,4657,38387
3,51,0,0,586,336,15627,3514,7943,0.442402,474,1339,0.353995,1051,1161,0.905254,219,868,1087,2079,487,46,963,1106,8553
4,1505,0,0,236,145,4809,720,1726,0.417149,18,76,0.236842,372,529,0.703213,286,490,776,266,184,83,309,485,1830
5,949,0,0,830,704,28882,5434,11515,0.471906,154,519,0.296724,4006,4943,0.810439,1869,4370,6239,2109,820,638,2136,2324,15028
6,76005,0,0,319,40,5434,724,1472,0.491847,0,2,0,331,443,0.747178,374,637,1011,384,185,60,129,525,1779
7,76006,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
8,76007,0,0,56,0,0,203,855,0.237426,0,0,0,127,185,0.686486,0,0,0,37,0,0,0,171,533
9,203518,0,0,172,16,2763,304,785,0.387261,218,592,0.368243,95,108,0.879629,49,198,247,88,92,22,72,289,921
10,101165,0,0,30,0,235,34,92,0.369565,8,25,0.32,5,10,0.5,9,20,29,16,6,4,11,13,81
11,76008,0,0,28,0,220,14,63,0.222222,0,0,0,15,28,0.535714,0,15,15,23,0,0,0,43,43
12,76009,0,0,375,68,5982,514,1016,0.505905,7,13,0.538461,308,463,0.665226,581,944,1525,180,137,104,235,932,1343
13,76010,0,0,23,0,195,29,74,0.391891,0,0,0,19,29,0.655172,0,47,47,11,0,0,0,35,77
14,203112,0,0,332,60,5310,579,1301,0.445042,181,513,0.352826,287,378,0.759259,306,849,1155,209,140,132,216,650,1626
15,76011,0,0,988,744,27203,5709,11464,0.497993,2,15,0.133333333333333,2490,3160,0.787974,2015,4922,6937,4012,1289,808,2194,3214,13910
16,76012,0,0,487,0,12407,1682,4186,0.401815,0,0,0,872,1180,0.738983,364,844,2732,869,283,55,0,1591,4236
17,200801,0,0,73,8,547,79,148,0.533783,0,1,0,27,42,0.642857,36,48,84,14,18,5,26,51,185
18,1629121,0,0,9,0,43,3,10,0.3,2,6,0.333333,0,0,0,0,3,3,6,3,1,1,4,8
19,203919,0,0,32,0,263,37,92,0.402173,10,26,0.384615,17,28,0.607142,9,21,30,19,19,7,16,26,101
20,149,0,0,653,510,20446,3257,7849,0.414957,949,2857,0.332166,2158,2543,0.848604,416,1484,1900,4209,1081,67,1402,1193,9621
21,203500,0,0,430,366,11329,1668,2829,0.589607,0,6,0,726,1283,0.565861,1425,1697,3122,416,367,421,595,1171,4062
22,912,0,0,379,54,5695,920,2047,0.449438,69,245,0.281632,277,359,0.771587,262,518,780,339,148,83,284,671,2186
23,1628389,0,0,111,25,2286,298,569,0.523725,1,15,0.066666,212,293,0.723549,209,459,668,191,63,76,121,245,809
24,76015,0,0,462,0,10427,1381,3330,0.414714,0,0,0,817,1146,0.712914,41,123,1129,1606,106,9,0,990,3579
25,202399,0,0,153,17,2149,264,557,0.473967,0,2,0,181,288,0.628472,221,438,659,100,50,79,91,259,709
26,201167,0,0,762,537,20829,2983,6633,0.449721,852,2205,0.386394,1380,1673,0.824865,334,1842,2176,1386,341,141,852,1481,8198
27,200772,0,0,82,4,506,64,189,0.338624,11,44,0.25,30,53,0.566037,8,38,46,19,6,6,29,65,169
28,76016,0,0,923,639,27730,7201,14865,0.484426,392,1258,0.311605,3664,4944,0.7411,1704,2874,4578,2871,687,296,2306,2599,18458
29,201336,0,0,19,0,226,21,77,0.272727,14,47,0.297872,32,33,0.969696,1,21,22,22,7,0,22,27,88
30,76017,0,0,1042,508,27755,4643,9905,0.468753,1002,2651,0.37797,1676,1980,0.846464,695,2073,2768,4199,1133,132,1566,2549,11964
31,201582,0,0,293,76,3904,645,1283,0.502727,12,42,0.285714,251,315,0.796825,346,804,1150,143,102,181,249,661,1553
32,76018,0,0,86,0,712,129,367,0.351498,0,0,0,46,68,0.67647,0,177,177,39,0,0,0,130,304
33,203006,0,0,3,0,9,2,4,0.5,1,2,0.5,0,0,0,0,1,1,1,0,0,0,3,5
34,1629152,0,0,7,0,22,3,10,0.3,0,4,0,1,2,0.5,1,3,4,6,2,0,2,4,7
35,202374,0,0,26,0,181,16,51,0.313725,0,0,0,7,10,0.7,22,39,61,5,4,11,8,16,39
36,76019,0,0,325,41,5500,1037,2184,0.474816,34,135,0.251851,324,418,0.775119,438,682,1120,363,132,109,309,712,2432
37,76020,0,0,78,0,844,103,352,0.292613,0,0,0,55,92,0.597826,0,329,329,24,0,0,0,170,261
38,203128,0,0,41,9,540,40,78,0.51282,0,5,0,13,27,0.481481,78,98,176,28,17,16,17,96,93
39,202332,0,0,339,23,3388,435,825,0.527272,0,0,0,180,244,0.737704,334,797,1131,183,137,233,199,509,1050
40,200746,0,0,915,874,31571,7217,14736,0.489752,113,400,0.2825,3266,4040,0.808415,2458,5158,7616,1774,680,971,1439,2265,17813
41,76021,0,0,74,4,1114,161,337,0.477744,0,1,0,55,75,0.733333,87,183,270,36,15,15,72,171,377
42,1626146,0,0,8,0,36,5,10,0.5,0,0,0,0,0,0,2,4,6,0,1,2,1,1,10
43,724,0,0,307,35,4840,587,1508,0.389257,237,669,0.35426,266,352,0.755681,78,403,481,834,263,37,467,514,1677
44,2042,0,0,187,59,3157,655,1552,0.422036,41,121,0.338842,339,417,0.812949,124,285,409,227,111,18,203,377,1690
45,76022,0,0,11,0,55,8,14,0.571428,0,0,0,3,9,0.333333,7,8,15,2,3,0,8,10,19
46,201570,0,0,67,0,745,103,251,0.410358,16,47,0.340425,60,86,0.697674,46,74,120,44,16,30,52,116,282
47,2349,0,0,286,155,5755,1101,2126,0.517873,18,63,0.285714,322,508,0.633858,446,938,1384,257,135,177,378,713,2542
48,76024,0,0,169,3,1641,291,634,0.45899,35,108,0.324074,127,146,0.869863,25,119,144,176,85,10,89,113,744
49,76028,0,0,27,0,232,14,43,0.325581,0,0,0,20,36,0.555555,0,56,56,10,0,0,0,27,48
50,1628960,0,0,20,1,213,27,81,0.333333,15,51,0.294117,21,28,0.75,1,6,7,12,2,2,13,22,90
51,1628386,0,0,116,75,2628,433,740,0.585135,9,43,0.209302,236,312,0.75641,263,508,771,112,53,157,140,249,1111
52,706,0,0,117,1,1306,114,326,0.349693,40,126,0.31746,68,108,0.629629,30,93,123,201,52,9,103,126,336
53,1628443,0,0,18,1,107,6,22,0.272727,0,11,0,7,9,0.777777,4,7,11,12,3,2,9,15,19
54,202730,0,0,388,87,6905,828,1758,0.470989,2,15,0.133333,189,277,0.68231,715,1128,1843,384,120,214,257,706,1847
55,76027,0,0,702,0,20159,3884,8385,0.463208,0,0,0,1639,2157,0.759851,381,928,2205,3174,604,124,247,1799,9407
56,2124,0,0,478,125,7265,1039,2365,0.439323,3,16,0.1875,253,325,0.778461,466,887,1353,228,130,220,320,897,2334
57,76025,0,0,70,6,789,114,258,0.44186,0,8,0,24,45,0.533333,52,93,145,23,17,20,30,109,252
58,951,0,0,1300,1149,46349,8567,18955,0.451965,2973,7429,0.400188,4398,4920,0.893902,1230,4042,5272,4361,1451,244,2709,2858,24505
59,2754,0,0,820,441,18053,2588,5447,0.475123,125,444,0.281531,1353,1909,0.708748,1021,1863,2884,1077,1158,337,1118,1947,6654
60,76029,0,0,36,0,166,17,78,0.217948,0,0,0,33,61,0.540983,0,45,45,10,0,0,0,34,67
61,200984,0,0,3,0,10,1,4,0.25,0,0,0,1,2,0.5,0,1,1,0,0,0,0,1,3
62,76030,0,0,22,3,276,23,67,0.343283,0,1,0,13,22,0.590909,19,46,65,25,5,8,23,51,59
63,201165,0,0,38,1,360,43,113,0.38053,7,24,0.291666,26,35,0.742857,10,36,46,12,12,4,19,42,119
64,308,0,0,139,42,2657,318,650,0.48923,1,7,0.142857,114,234,0.487179,228,297,525,94,95,87,112,298,751
65,1747,0,0,671,452,19390,2450,6391,0.383351,996,2815,0.353818,903,1238,0.729402,247,1644,1891,3202,813,105,1195,1408,6799
66,1824,0,0,2,0,5,1,2,0.5,0,0,0,0,0,0,1,1,2,0,1,1,2,4,2
67,680,0,0,294,93,4812,663,1646,0.402794,1,13,0.076923,510,760,0.671052,230,542,772,228,90,94,386,499,1837
68,732,0,0,85,34,1249,133,292,0.455479,1,2,0.5,112,177,0.632768,133,222,355,36,29,13,67,180,379
69,202329,0,0,635,394,15974,1776,4206,0.422253,492,1456,0.337912,806,1096,0.735401,898,2951,3849,773,617,365,785,1196,4850
70,200811,0,0,428,42,5506,648,1368,0.473684,0,3,0,268,603,0.444444,644,897,1541,190,152,306,299,835,1564
71,76034,0,0,33,0,373,55,143,0.384615,0,0,0,23,42,0.547619,0,69,69,29,0,0,0,32,133
72,2365,0,0,695,45,12267,1336,2512,0.531847,15,68,0.220588,1068,1632,0.654411,1176,2317,3493,337,312,991,513,1342,3755
73,2431,0,0,103,0,1263,203,461,0.440347,35,101,0.346534,60,89,0.674157,74,218,292,57,20,21,59,159,501
74,101187,0,0,330,66,6792,843,2084,0.40451,331,963,0.343717,404,495,0.816161,151,563,714,371,182,31,290,602,2421
75,202079,0,0,1,0,15,1,3,0.333333,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2
76,76035,0,0,81,0,581,71,202,0.351485,0,0,0,105,177,0.59322,0,103,103,68,0,0,0,105,247
77,76036,0,0,95,0,1067,135,286,0.472027,0,0,0,77,91,0.846153,23,68,91,166,36,3,0,102,347
78,1507,0,0,615,390,17967,2419,5922,0.408476,645,1891,0.341089,1874,2198,0.852593,440,1548,1988,2083,691,87,1052,1230,7357
79,76037,0,0,5,0,33,7,14,0.5,0,0,0,7,10,0.7,0,2,2,3,1,0,5,7,21
80,944,0,0,27,0,83,12,35,0.342857,2,2,1,16,27,0.592592,12,19,31,5,3,2,7,23,42
81,246,0,0,680,315,14043,2011,4090,0.491687,2,23,0.086956,929,1668,0.556954,1432,2814,4246,385,480,590,926,1741,4953
82,202341,0,0,247,83,4321,525,1276,0.411442,196,611,0.320785,176,233,0.755364,108,452,560,291,121,55,216,292,1422
83,76040,0,0,49,0,290,51,104,0.490384,0,0,0,25,36,0.694444,13,12,25,16,9,5,0,51,127
84,1626147,0,0,192,19,2598,371,885,0.419209,121,411,0.294403,185,237,0.78059,122,385,507,131,84,62,118,233,1048
85,72,0,0,858,693,25869,4002,9512,0.420731,547,1580,0.346202,2238,2833,0.789975,670,1971,2641,5196,1258,111,1769,1974,10789
86,76041,0,0,21,0,224,24,77,0.311688,0,0,0,15,28,0.535714,17,28,45,15,4,5,22,42,63
87,203937,0,0,298,138,5818,633,1289,0.491078,58,179,0.324022,254,359,0.70752,190,969,1159,568,294,157,253,405,1578
88,76042,0,0,36,12,730,73,175,0.417142,1,7,0.142857,57,82,0.695121,44,45,89,153,44,3,84,64,204
89,76043,0,0,157,2,1970,306,658,0.465045,0,9,0,139,249,0.558232,186,253,439,110,107,39,131,251,751
90,98,0,0,800,636,24926,4416,9891,0.446466,1055,2964,0.355937,1642,2461,0.667208,1011,3053,4064,2087,1114,364,1358,1502,11529
91,76045,0,0,407,30,6002,909,2206,0.412058,148,445,0.332584,294,386,0.761658,457,961,1418,611,225,94,362,691,2260
92,76046,0,0,664,79,15112,2936,6239,0.470588,105,366,0.286885,1079,1325,0.814339,856,1456,2312,952,470,90,730,1019,7056
93,201583,0,0,637,289,16711,2751,6517,0.422126,1322,3480,0.379885,1165,1364,0.854105,1243,2154,3397,582,330,217,603,1260,7989
94,1000,0,0,719,226,15943,1996,4366,0.457169,307,972,0.315843,1028,1392,0.738505,583,1669,2252,1007,556,180,958,1437,5327
95,335,0,0,555,432,15972,2804,5952,0.471102,99,372,0.266129,1064,1353,0.7864,550,1532,2082,2105,594,342,1163,1500,6771
96,76048,0,0,44,0,370,65,166,0.391566,0,0,0,29,46,0.630434,0,82,82,9,0,0,0,47,159
97,101149,0,0,6,0,9,0,1,0,0,0,0,0,0,0,1,3,4,0,2,0,0,1,0
98,76049,0,0,1,0,10,0,4,0,0,0,0,3,4,0.75,0,2,2,0,0,0,0,0,3
99,1628387,0,0,14,0,36,4,12,0.333333,0,0,0,5,6,0.833333,6,6,12,1,1,4,3,1,13
100,76050,0,0,149,6,2143,383,746,0.513404,0,0,0,260,360,0.722222,311,310,621,67,51,24,85,284,1026
101,1512,0,0,155,23,2157,303,734,0.412806,4,29,0.137931,203,269,0.754646,178,356,534,127,78,65,147,373,813
102,203507,0,0,434,369,14216,2868,5563,0.515549,184,685,0.268613,1913,2588,0.73918,685,2774,3459,1742,523,577,1122,1299,7833
103,203648,0,0,2,0,6,3,4,0.75,0,1,0,0,0,0,0,1,1,0,0,0,0,2,6
104,2546,0,0,1064,1056,38128,9137,20361,0.44875,1362,3925,0.347006,5915,7290,0.811385,1818,5120,6938,3165,1081,527,2832,3062,25551
105,21,0,0,757,227,15851,1914,4750,0.402947,610,1748,0.34897,1059,1445,0.732871,271,1146,1417,2997,887,79,1043,1324,5497
106,201202,0,0,490,110,7058,398,776,0.512886,0,0,0,268,405,0.661728,562,791,1353,99,127,531,227,819,1064
107,203544,0,0,113,29,1962,231,590,0.391525,108,344,0.313953,138,189,0.730158,115,283,398,107,37,26,104,258,708
108,1628384,0,0,113,67,2297,280,610,0.459016,118,330,0.357575,54,99,0.545454,75,227,302,83,78,24,72,211,732
109,203951,0,0,5,0,27,2,8,0.25,0,3,0,2,2,1,0,1,1,1,1,0,3,5,6
110,2737,0,0,139,75,1585,156,385,0.405194,1,4,0.25,76,112,0.678571,124,271,395,41,51,16,111,300,389
111,76053,0,0,7,0,110,22,56,0.392857,0,0,0,6,13,0.461538,0,32,32,4,0,0,0,10,50
112,76054,0,0,876,758,31159,5899,12628,0.467136,19,85,0.223529411764706,4664,5760,0.809722,344,1015,2046,6476,719,81,1123,2002,16481
113,2425,0,0,44,3,328,15,53,0.283018,0,0,0,21,49,0.428571,27,42,69,16,14,6,17,59,51
114,1627853,0,0,68,23,1457,109,254,0.429133,64,174,0.367816,43,49,0.877551,13,120,133,189,57,2,50,113,325
115,76055,0,0,218,0,2666,300,831,0.36101,0,0,0,171,246,0.695121,241,579,820,149,43,96,14,384,771
116,2240,0,0,552,455,19349,3722,8850,0.420564,1079,3077,0.350666,2879,3584,0.803292,444,1724,2168,2909,884,134,1744,1683,11402
117,2772,0,0,983,682,29269,3727,8836,0.421797,1400,3981,0.35167,1548,2131,0.726419,989,3757,4746,2109,1488,305,1351,1968,10402
118,76056,0,0,713,0,24897,5628,13354,0.421446,0,0,0,5010,6189,0.8095,0,6129,6129,1665,0,0,0,2764,16266
119,76057,0,0,9,0,85,14,43,0.325581,0,0,0,6,8,0.75,6,7,13,8,3,4,4,16,34
120,769,0,0,747,341,17790,2850,5981,0.476508,436,1026,0.424951,1184,1383,0.856109,192,1129,1321,2479,533,47,889,1128,7320
121,76061,0,0,19,0,110,11,37,0.297297,0,0,0,6,12,0.5,0,39,39,3,0,0,0,13,28
122,2220,0,0,108,0,696,101,287,0.351916,25,75,0.333333,12,20,0.6,22,41,63,24,22,4,37,83,239
123,353,0,0,840,337,19918,2663,6507,0.409251,923,2763,0.334057,1463,1679,0.871351,654,1615,2269,3394,1133,98,1556,1398,7712
124,200756,0,0,292,40,3379,347,693,0.500721,2,7,0.285714,184,316,0.582278,292,474,766,102,90,142,230,544,880
125,76060,0,0,153,0,0,347,1176,0.295068,0,0,0,346,500,0.692,0,89,89,358,0,0,0,456,1040
126,76059,0,0,92,0,975,159,350,0.454285,0,0,0,32,40,0.8,31,57,88,105,33,0,79,64,350
127,76062,0,0,31,0,409,52,164,0.317073,0,0,0,43,69,0.623188,0,170,170,18,0,0,0,60,147
128,76063,0,0,114,0,1177,163,447,0.364653,0,0,0,98,129,0.759689,0,116,116,139,0,0,0,233,424
129,76064,0,0,55,0,594,128,277,0.462093,0,0,0,45,52,0.865384,0,152,152,24,0,0,0,54,301
130,2306,0,0,569,191,9907,1431,3269,0.437748,137,405,0.338271,771,956,0.806485,210,755,965,1761,290,26,680,874,3770
131,201589,0,0,503,106,8944,1381,3110,0.444051,161,458,0.351528,359,469,0.765458,547,1221,1768,409,309,307,422,1234,3282
132,76065,0,0,11,0,86,12,35,0.342857,0,0,0,11,15,0.733333,0,14,14,17,0,0,0,15,35
133,1628503,0,0,15,1,279,31,79,0.392405,8,29,0.275862,7,12,0.583333,4,34,38,18,2,3,8,11,77
134,201600,0,0,471,262,9217,947,1795,0.527576,0,1,0,585,1062,0.550847,1036,2326,3362,280,167,339,542,928,2479
135,355,0,0,467,27,9363,1215,2534,0.479479,76,253,0.300395,805,1068,0.753745,400,776,1176,1017,304,106,503,972,3311
136,173,0,0,486,80,7979,677,1688,0.401066,275,774,0.355297,223,311,0.717041,525,903,1428,375,278,170,321,1094,1852
137,76068,0,0,7,0,46,2,15,0.133333,0,0,0,1,1,1,0,1,1,5,0,0,0,12,5
138,76069,0,0,43,0,448,53,135,0.392592,0,0,0,31,39,0.794871,0,66,66,51,0,0,0,63,137
139,1088,0,0,696,325,17301,2479,6022,0.411657,934,2565,0.364132,971,1258,0.77186,194,992,1186,2396,465,36,1018,1284,6863
140,76070,0,0,711,0,17826,2499,5545,0.450676,0,0,0,1330,2106,0.631528,0,2463,2463,2483,0,0,0,2417,6328
141,76071,0,0,30,0,0,23,91,0.252747,0,0,0,19,35,0.542857,0,0,0,20,0,0,0,46,65
142,278,0,0,1001,472,21660,3037,6480,0.468672,12,79,0.151898,1904,2616,0.727828,1304,1912,3216,1561,974,317,1248,1750,7990
143,201571,0,0,769,269,18354,2420,5909,0.409544,980,2585,0.37911,1649,1907,0.864708,220,1191,1411,2983,460,25,1155,1127,7469
144,200788,0,0,27,0,156,19,37,0.513513,0,0,0,4,8,0.5,17,16,33,4,5,2,6,20,42
145,1134,0,0,432,166,8350,1295,2901,0.446397,9,51,0.17647,686,1024,0.669921,617,1413,2030,538,214,226,701,967,3285
146,76073,0,0,4,0,61,5,22,0.227272,0,0,0,13,16,0.8125,0,7,7,4,0,0,0,12,23
147,76074,0,0,7,0,28,6,13,0.461538,0,0,0,0,0,0,2,1,3,1,1,1,3,7,12
148,138,0,0,352,156,6729,814,2019,0.403169,0,2,0,330,481,0.68607,560,1024,1584,278,166,211,416,824,1958
149,76076,0,0,130,0,2221,432,1103,0.391659,0,0,0,221,310,0.712903,37,124,161,330,69,14,143,250,1085
150,1895,0,0,142,1,1205,137,415,0.33012,40,157,0.254777,65,91,0.714285,17,76,93,199,34,6,106,125,379
151,76078,0,0,733,228,14159,1382,3009,0.459288,0,0,0,752,1154,0.651646,703,1514,3342,1467,186,182,245,1702,3516
152,202970,0,0,135,41,2252,284,530,0.535849,0,1,0,67,133,0.503759,188,401,589,173,100,73,122,272,635
153,201965,0,0,237,15,2322,287,519,0.552986,2,5,0.4,114,147,0.77551,196,436,632,99,37,66,132,360,690
154,1629028,0,0,46,45,1426,333,560,0.594642,0,2,0,94,123,0.764227,148,346,494,95,36,45,83,130,760
155,101235,0,0,208,84,5025,802,1748,0.45881,210,514,0.40856,364,473,0.769556,257,572,829,230,130,103,203,408,2178
156,203569,0,0,14,0,132,8,30,0.266666,6,27,0.222222,0,0,0,4,13,17,3,6,0,3,13,22
157,202337,0,0,381,107,5332,650,1593,0.408035,394,979,0.402451,124,166,0.746987,111,735,846,224,89,58,165,520,1818
158,76079,0,0,21,0,87,12,32,0.375,0,0,0,13,20,0.65,8,12,20,10,2,1,10,7,37
159,76080,0,0,34,0,0,34,119,0.285714,0,0,0,51,75,0.68,0,0,0,25,0,0,0,24,119
160,1628407,0,0,74,6,953,113,269,0.420074,22,64,0.34375,30,37,0.81081,6,153,159,53,19,2,35,71,278
161,76081,0,0,321,0,8256,1117,2876,0.388386,0,0,0,889,1135,0.783259,0,1009,1009,685,0,0,0,795,3123
162,2053,0,0,95,0,971,97,269,0.360594,0,2,0,57,102,0.558823,84,154,238,37,29,43,72,163,251
163,76082,0,0,665,401,17120,2359,5398,0.437013,114,473,0.241014,970,1245,0.779116,413,1316,1729,3980,755,54,1512,1090,5802
164,1628963,0,0,31,0,712,148,281,0.52669,11,33,0.333333,80,124,0.645161,73,127,200,28,14,29,49,63,387
165,76084,0,0,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
166,76083,0,0,147,0,1346,156,384,0.40625,1,1,1,76,149,0.510067,95,149,244,168,56,43,45,150,389
167,76085,0,0,595,179,11625,2045,4228,0.48368,1,13,0.076923,1155,1644,0.702554,1010,1978,2988,488,305,521,1057,1978,5246
168,1847,0,0,928,229,24873,4753,10056,0.472653,4,35,0.114285,2324,2863,0.811735,1304,3414,4718,1298,435,1086,1444,1843,11834
169,1753,0,0,73,12,698,92,226,0.407079,3,15,0.2,54,78,0.692307,50,76,126,43,22,6,35,79,241
170,203946,0,0,36,3,166,16,54,0.296296,1,5,0.2,11,13,0.846153,10,26,36,7,4,4,7,27,44
171,1858,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,2486,0,0,5,0,19,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,1,3,0
173,76089,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1627758,0,0,96,14,1394,106,296,0.358108,35,132,0.265151,53,75,0.706666,18,121,139,169,66,15,79,125,300
175,452,0,0,791,604,25723,4692,9675,0.484961,39,181,0.215469,2416,3787,0.637972,2263,3604,5867,1509,582,798,1756,2560,11839
176,1627735,0,0,53,1,557,58,162,0.358024,9,34,0.264705,45,58,0.775862,13,50,63,76,20,10,54,59,170
177,200764,0,0,221,12,3065,368,721,0.510402,11,64,0.171875,147,271,0.542435,278,491,769,132,164,104,134,421,894
178,76090,0,0,7,0,26,3,8,0.375,0,0,0,2,2,1,5,6,11,0,0,2,2,5,8
179,1628366,0,0,98,94,3181,384,1013,0.379072,165,520,0.317307,52,119,0.436974,123,485,608,620,156,61,238,230,985
180,76091,0,0,802,478,22073,4220,8942,0.47193,93,275,0.338181818181818,1420,1805,0.786703,1434,3424,4858,1733,877,256,1059,1806,9953
181,76092,0,0,58,0,0,53,263,0.20152,0,0,0,32,69,0.463768,0,0,0,16,0,0,0,98,138
182,1628964,0,0,39,1,646,99,212,0.466981,18,64,0.28125,29,53,0.547169,54,140,194,35,12,54,34,88,245
183,76093,0,0,468,264,13074,2134,3961,0.538752,2,46,0.043478,1035,1418,0.729901,1009,1709,2718,1335,436,101,835,1289,5305
184,2556,0,0,348,37,5566,741,1715,0.432069,125,382,0.327225,454,591,0.768189,100,419,519,728,266,57,436,674,2061
185,76094,0,0,253,71,3867,586,1202,0.48752,0,4,0,329,669,0.491778,276,617,893,111,109,80,347,669,1501
186,76095,0,0,706,485,19725,3446,7362,0.468079,3,15,0.2,1673,2418,0.691894,1632,2885,4517,1623,630,478,946,2489,8568
187,76096,0,0,5,0,5,2,8,0.25,0,0,0,3,6,0.5,0,6,6,0,0,0,0,4,7
188,2571,0,0,850,112,18384,3403,7409,0.459306,988,2556,0.386541,1241,1511,0.82131,319,1401,1720,1775,693,121,1061,1651,9035
189,76097,0,0,33,0,299,28,85,0.329411,1,10,0.1,16,23,0.695652,13,47,60,44,12,4,22,45,73
190,200826,0,0,802,102,15837,2747,6478,0.42405,787,2245,0.350556,912,1152,0.791666,243,1452,1695,3158,326,22,1226,1141,7193
191,200745,0,0,550,377,15807,2932,6676,0.439185,627,1771,0.354037,1382,1677,0.82409,530,2011,2541,653,207,470,851,1338,7873
192,76098,0,0,149,0,494,201,637,0.315541,0,0,0,155,234,0.662393,0,181,181,294,0,0,0,253,557
193,76099,0,0,98,0,1830,250,592,0.422297,0,0,0,139,201,0.691542,156,364,520,75,43,52,34,299,639
194,787,0,0,1073,1012,39331,8435,15605,0.540531,538,2020,0.266336,6349,8643,0.734582,4260,8286,12546,4215,1648,888,3376,3287,23757
195,2057,0,0,27,4,264,32,90,0.355555,4,15,0.266666,9,10,0.9,5,16,21,40,19,1,17,31,77
196,76102,0,0,262,0,7460,1016,2747,0.369858,0,0,0,863,1307,0.66029,0,2088,2088,549,0,0,0,941,2895
197,203084,0,0,503,442,15349,2534,5667,0.44715,588,1577,0.372859,1123,1413,0.794762,514,1940,2454,759,364,102,587,868,6779
198,76103,0,0,22,0,126,18,64,0.28125,0,0,0,7,13,0.538461,0,26,26,5,0,0,0,25,43
199,76105,0,0,454,0,9455,1548,3607,0.429165,0,0,0,901,1317,0.68413,0,2939,2939,377,0,0,0,1497,3997
200,76104,0,0,171,0,3718,638,1444,0.441828,0,0,0,293,436,0.672018,295,651,946,252,145,167,222,576,1569
201,2440,0,0,929,359,21965,2788,6388,0.436443,982,2931,0.335039,1031,1384,0.744942,1066,3215,4281,1691,714,444,1172,2353,7589
202,76107,0,0,971,0,28937,6034,13227,0.456188,0,0,0,3290,4324,0.760869,1,3,2812,2729,1,0,0,2514,15358
203,76106,0,0,732,0,17410,3326,7642,0.435226,0,0,0,1884,2363,0.797291,191,312,2259,2232,131,30,0,1573,8536
204,76108,0,0,426,0,10054,1490,3583,0.415852,0,0,0,668,1026,0.651072,0,1193,1193,1205,0,0,0,751,3648
205,76109,0,0,4,0,10,2,6,0.333333,0,0,0,0,0,0,2,1,3,1,0,0,0,5,4
206,76110,0,0,344,0,7279,1356,3689,0.367579,0,0,0,520,782,0.664961,0,1506,1506,1116,0,0,0,1033,3232
207,76111,0,0,58,0,0,124,438,0.283105,0,0,0,47,79,0.594936,0,0,0,54,0,0,0,164,295
208,76112,0,0,73,0,1224,122,279,0.437275,0,0,0,41,57,0.719298,33,97,130,175,52,18,0,96,285
209,76113,0,0,31,0,145,25,62,0.403225,0,0,0,11,13,0.846153,0,20,20,28,0,0,0,27,61
210,2857,0,0,67,1,818,89,241,0.369294,17,69,0.246376,24,33,0.727272,21,50,71,135,29,1,47,69,219
211,76114,0,0,131,0,2092,267,724,0.368784,0,0,0,107,143,0.748251,0,343,343,229,0,0,0,300,641
212,2853,0,0,140,31,1984,255,687,0.371179,3,18,0.166666,127,181,0.701657,188,304,492,63,46,30,107,270,640
213,344,0,0,850,264,19479,3281,7140,0.459523,1090,2652,0.41101,1249,1456,0.857829,232,1377,1609,2837,740,46,1213,1074,8901
214,699,0,0,912,449,23645,2896,6301,0.459609,1395,3442,0.405287,1301,1581,0.822896,450,2330,2780,2892,955,253,1289,1754,8488
215,1003,0,0,60,0,598,43,103,0.417475,24,63,0.380952,24,31,0.774193,8,59,67,111,19,2,55,75,134
216,468,0,0,821,36,13880,1595,3672,0.434368,657,1676,0.392004,868,1023,0.848484,318,1195,1513,1784,722,111,808,1016,4715
217,600013,0,0,794,0,28825,7252,16163,0.448679,73,221,0.330316742081448,3818,4243,0.899835,510,2366,5168,4017,1104,269,574,2264,18395
218,76117,0,0,32,0,0,46,183,0.251366,0,0,0,43,80,0.5375,0,84,84,32,0,0,0,83,135
219,76118,0,0,38,0,165,15,59,0.254237,0,0,0,4,5,0.8,0,60,60,3,0,0,0,22,34
220,203115,0,0,400,67,9113,1537,3543,0.433813,407,1185,0.343459,700,885,0.79096,269,1279,1548,925,293,157,531,594,4181
221,101188,0,0,19,0,141,15,37,0.405405,1,7,0.142857,8,10,0.8,7,21,28,8,9,2,9,17,39
222,76119,0,0,21,0,105,8,26,0.307692,0,0,0,10,16,0.625,13,15,28,3,6,5,0,32,26
