FIRST_NAME,FULL_NAME,LAST_NAME,PLAYER_ID
Frankie,Frankie Brian,Brian,1
Byron,Byron Scott,Scott,2
Grant,Grant Long,Long,3
Dike,Dike Eddleman,Eddleman,4
Fred,Fred Scolari,Scolari,5
Bill,Bill Gabor,Gabor,6
Dan,Dan Schayes,Schayes,7
Red,Red Kerr,Kerr,8
Sedale,Sedale Threatt,Threatt,9
Tommy,Tommy Heinsohn,Heinsohn,10
Kenny,Kenny Sears,Sears,11
Chris,Chris King,King,12
Hot,Hot Rod Hundley,Hundley,13
Mahdi,Mahdi Abdul-Rahman,Abdul-Rahman,14
Eric,Eric Piatkowski,Piatkowski,15
World,World B. Free,Free,16
Clyde,Clyde Drexler,Drexler,17
Tiny,Tiny Archibald,Archibald,18
Jo Jo,Jo Jo White,White,19
Mo,Mo Cheeks,Cheeks,20
Greg,Greg Anthony,Anthony,21
Rik,Rik Smits,Smits,22
Dennis,Dennis Rodman,Rodman,23
Keith,Keith Jennings,Jennings,24
Fat,Fat Lever,Lever,25
Luc,Luc Longley,Longley,26
Cliff,Cliff Robinson,Robinson,27
Doug,Doug West,West,28
Jim,Jim McIlvaine,McIlvaine,29
Richard,Richard Dumas,Dumas,30
Lorenzo,Lorenzo Williams,Williams,31
Clifford,Clifford Rozier,Rozier,32
Penny,Penny Hardaway,Hardaway,33
Steve,Steve Smith,Smith,34
Eric,Eric Riley,Riley,35
Sarunas,Sarunas Marciulionis,Marciulionis,36
Greg,Greg Graham,Graham,37
Brad,Brad Lohaus,Lohaus,38
Anthony,Anthony Bonner,Bonner,41
Monty,Monty Williams,Williams,42
Chris,Chris Whitney,Whitney,43
George,George McCloud,McCloud,45
Mike,Mike Peplowski,Peplowski,46
Wayman,Wayman Tisdale,Tisdale,47
Gheorghe,Gheorghe Muresan,Muresan,49
Mahmoud,Mahmoud Abdul-Rauf,Abdul-Rauf,51
Micheal,Micheal Williams,Williams,52
Mario,Mario Elie,Elie,53
Dickey,Dickey Simpkins,Simpkins,54
Marty,Marty Conlon,Conlon,55
Gary,Gary Payton,Payton,56
Doug,Doug Christie,Christie,57
Carl,Carl Herrera,Herrera,61
Michael,Michael Smith,Smith,63
Sam,Sam Perkins,Perkins,64
Greg,Greg Minor,Minor,65
Marques,Marques Bragg,Bragg,66
Tom,Tom Hammonds,Hammonds,67
Steve,Steve Kerr,Kerr,70
Pooh,Pooh Richardson,Richardson,71
Kenny,Kenny Anderson,Anderson,72
Hot Rod,Hot Rod Williams,Williams,73
Derrick,Derrick Phelps,Phelps,74
Cedric,Cedric Ceballos,Ceballos,76
Doug,Doug Overton,Overton,77
LaSalle,LaSalle Thompson,Thompson,78
Ken,Ken Norman,Norman,80
Jeff,Jeff Grayer,Grayer,81
Bill,Bill Wennington,Wennington,82
Latrell,Latrell Sprewell,Sprewell,84
Brent,Brent Price,Price,85
Dikembe,Dikembe Mutombo,Mutombo,87
Steve,Steve Scheffler,Scheffler,88
Nick,Nick Van Exel,Van Exel,89
Hubert,Hubert Davis,Davis,93
Mark,Mark Bryant,Bryant,95
Detlef,Detlef Schrempf,Schrempf,96
Ronnie,Ronnie Grandison,Grandison,97
Nick,Nick Anderson,Anderson,98
Tim,Tim Legler,Legler,100
Scott,Scott Skiles,Skiles,101
Todd,Todd Day,Day,103
Benoit,Benoit Benjamin,Benjamin,104
Dan,Dan Majerle,Majerle,105
Dale,Dale Ellis,Ellis,107
Robert,Robert Horry,Horry,109
LaPhonso,LaPhonso Ellis,Ellis,111
Dontonio,Dontonio Wingfield,Wingfield,112
Harold,Harold Miner,Miner,114
David,David Wood,Wood,116
Jeff,Jeff Malone,Malone,117
Steven,Steven Smith,Smith,120
Patrick,Patrick Ewing,Ewing,121
Fred,Fred Roberts,Roberts,122
Robert,Robert Pack,Pack,123
Vlade,Vlade Divac,Divac,124
David,David Benoit,Benoit,128
Dino,Dino Radja,Radja,129
Dwayne,Dwayne Morton,Morton,132
David,David Wesley,Wesley,133
Kevin,Kevin Johnson,Johnson,134
P.J.,P.J. Brown,Brown,136
Vernon,Vernon Maxwell,Maxwell,137
Anthony,Anthony Avent,Avent,138
Donald,Donald Royal,Royal,140
Anthony,Anthony Tucker,Tucker,141
Terry,Terry Dehere,Dehere,143
Tracy,Tracy Murray,Murray,145
Jud,Jud Buechler,Buechler,146
Jalen,Jalen Rose,Rose,147
Michael,Michael Adams,Adams,149
Adrian,Adrian Caldwell,Caldwell,154
Antoine,Antoine Carr,Carr,156
Derek,Derek Harper,Harper,157
Tim,Tim Breaux,Breaux,160
Chris,Chris Childs,Childs,164
Hakeem,Hakeem Olajuwon,Olajuwon,165
Ron,Ron Harper,Harper,166
Chris,Chris Mills,Mills,168
Joe,Joe Kleine,Kleine,170
Keith,Keith Askins,Askins,173
John,John Battle,Battle,174
Alton,Alton Lister,Lister,175
Antonio,Antonio Harvey,Harvey,176
Muggsy,Muggsy Bogues,Bogues,177
Olden,Olden Polynice,Polynice,178
Bryant,Bryant Stith,Stith,179
John,John Crotty,Crotty,180
Kenny,Kenny Smith,Smith,181
Billy,Billy Owens,Owens,182
Bison,Bison Dele,Dele,183
Bobby,Bobby Phills,Phills,184
Chris,Chris Webber,Webber,185
Terry,Terry Cummings,Cummings,187
B.J.,B.J. Tyler,Tyler,189
Duane,Duane Causwell,Causwell,190
Dennis,Dennis Scott,Scott,192
Anthony,Anthony Mason,Mason,193
Anthony,Anthony Bowie,Bowie,194
Lee,Lee Mayberry,Mayberry,195
Scott,Scott Burrell,Burrell,197
Danny,Danny Ferry,Ferry,198
Reggie,Reggie Williams,Williams,199
Chris,Chris Dudley,Dudley,201
Gary,Gary Grant,Grant,202
Nate,Nate McMillan,McMillan,203
Jeff,Jeff Hornacek,Hornacek,204
Sam,Sam Cassell,Cassell,208
Dell,Dell Curry,Curry,209
Terrell,Terrell Brandon,Brandon,210
Eric,Eric Mobley,Mobley,211
Yinka,Yinka Dare,Dare,212
Antonio,Antonio Davis,Davis,213
Brian,Brian Shaw,Shaw,216
Vinny,Vinny Del Negro,Del Negro,219
Clar.,Clar. Weatherspoon,Weatherspoon,221
Bill,Bill Curley,Curley,223
Eddie,Eddie Jones,Jones,224
Antonio,Antonio Lang,Lang,226
Adam,Adam Keefe,Keefe,228
James,James Edwards,Edwards,229
Khalid,Khalid Reeves,Reeves,234
Kevin,Kevin Edwards,Edwards,236
Tyrone,Tyrone Hill,Hill,238
Darrick,Darrick Martin,Martin,239
Brooks,Brooks Thompson,Thompson,240
Darrin,Darrin Hancock,Hancock,241
Aaron,Aaron McKie,McKie,243
Dee,Dee Brown,Brown,244
Greg,Greg Anderson,Anderson,246
Joe,Joe Dumars,Dumars,247
George,George Lynch,Lynch,248
Sean,Sean Elliott,Elliott,251
Karl,Karl Malone,Malone,252
Grant,Grant Hill,Hill,255
Brian,Brian Grant,Grant,258
Michael,Michael Cage,Cage,262
Harvey,Harvey Grant,Grant,265
Horace,Horace Grant,Grant,270
Johnny,Johnny Newman,Newman,271
Duane,Duane Ferrell,Ferrell,273
Allan,Allan Houston,Houston,275
Stacey,Stacey Augmon,Augmon,278
Charles,Charles Jones,Jones,279
Felton,Felton Spencer,Spencer,280
Scott,Scott Williams,Williams,281
Lindsey,Lindsey Hunter,Hunter,283
Greg,Greg Grant,Grant,285
Eric,Eric Leckner,Leckner,287
Armen,Armen Gilliam,Gilliam,288
Ledell,Ledell Eackles,Eackles,289
Ed,Ed Pinckney,Pinckney,291
Anthony,Anthony Miller,Miller,292
Charles,Charles Smith,Smith,293
Rick,Rick Fox,Fox,296
Alonzo,Alonzo Mourning,Mourning,297
Glenn,Glenn Robinson,Robinson,299
Mookie,Mookie Blaylock,Blaylock,302
John,John Stockton,Stockton,304
Robert,Robert Parish,Parish,305
Steve,Steve Colter,Colter,306
Derrick,Derrick Alston,Alston,308
Bobby,Bobby Hurley,Hurley,310
Vern,Vern Fleming,Fleming,313
Richard,Richard Manning,Manning,316
John,John Starks,Starks,317
Jamie,Jamie Watson,Watson,320
Scott,Scott Haskin,Haskin,321
Greg,Greg Foster,Foster,323
Anthony,Anthony Peeler,Peeler,324
Rick,Rick Mahorn,Mahorn,328
Danny,Danny Manning,Manning,330
Kevin,Kevin Gamble,Gamble,333
Willie,Willie Anderson,Anderson,335
Tom,Tom Gugliotta,Gugliotta,339
Kevin,Kevin Pritchard,Pritchard,340
Joe,Joe Wolf,Wolf,341
Andy,Andy Toolson,Toolson,342
Dana,Dana Barros,Barros,344
Terry,Terry Porter,Porter,345
Doug,Doug Edwards,Edwards,346
Mitchell,Mitchell Butler,Butler,348
Mark,Mark Jackson,Jackson,349
Stacey,Stacey King,King,351
Darrell,Darrell Armstrong,Armstrong,353
Vincent,Vincent Askew,Askew,355
Chris,Chris Morris,Morris,356
Greg,Greg Sutton,Sutton,357
Anfernee,Anfernee Hardaway,Hardaway,358
Chucky,Chucky Brown,Brown,359
Clifford,Clifford Robinson,Robinson,361
Christian,Christian Laettner,Laettner,363
Rex,Rex Chapman,Chapman,364
Derrick,Derrick McKey,McKey,365
Dwayne,Dwayne Schintzius,Schintzius,368
Charlie,Charlie Ward,Ward,369
Terry,Terry Mills,Mills,371
Isaiah,Isaiah Rider,Rider,375
Eric,Eric Montross,Montross,376
Craig,Craig Ehlo,Ehlo,378
Tony,Tony Smith,Smith,380
James,James Robinson,Robinson,381
Kendall,Kendall Gill,Gill,383
Calbert,Calbert Cheaney,Cheaney,384
Elliot,Elliot Perry,Perry,386
Toni,Toni Kukoc,Kukoc,389
Sasha,Sasha Danilovic,Danilovic,390
Rod,Rod Strickland,Strickland,393
Reggie,Reggie Miller,Miller,397
Sean,Sean Rooks,Rooks,399
Derek,Derek Strong,Strong,400
Jon,Jon Koncak,Koncak,402
Kevin,Kevin Duckworth,Duckworth,404
Shaquille,Shaquille O'Neal,O'Neal,406
Sharone,Sharone Wright,Wright,412
Willie,Willie Burton,Burton,416
Sam,Sam Mitchell,Mitchell,417
Scott,Scott Brooks,Brooks,418
Jayson,Jayson Williams,Williams,420
Avery,Avery Johnson,Johnson,422
Chris,Chris Gatling,Gatling,423
Terry,Terry Davis,Davis,426
Sherman,Sherman Douglas,Douglas,428
Shawn,Shawn Kemp,Kemp,431
Pete,Pete Chilcutt,Chilcutt,432
Buck,Buck Williams,Williams,433
Tony,Tony Dumas,Dumas,434
Carlos,Carlos Rogers,Rogers,435
Juwan,Juwan Howard,Howard,436
Robert,Robert Werdann,Werdann,438
Zan,Zan Tabak,Tabak,440
Lamond,Lamond Murray,Murray,441
Pervis,Pervis Ellison,Ellison,442
Wesley,Wesley Person,Person,445
Lucious,Lucious Harris,Harris,446
Bo,Bo Outlaw,Outlaw,448
Vin,Vin Baker,Baker,452
Chuck,Chuck Person,Person,456
Andrew,Andrew Lang,Lang,457
Howard,Howard Eisley,Eisley,458
Trevor,Trevor Ruffin,Ruffin,460
Popeye,Popeye Jones,Jones,461
J.R.,J.R. Reid,Reid,462
Jason,Jason Kidd,Kidd,467
Jon,Jon Barry,Barry,468
Jamal,Jamal Mashburn,Mashburn,469
Doc,Doc Rivers,Rivers,470
Stefano,Stefano Rusconi,Rusconi,474
Doug,Doug Smith,Smith,475
Melvin,Melvin Booker,Booker,511
Donnie,Donnie Boyce,Boyce,671
Matt,Matt Bullard,Bullard,672
Alan,Alan Henderson,Henderson,673
Reggie,Reggie Jordan,Jordan,674
Junior,Junior Burrough,Burrough,675
Thomas,Thomas Hamilton,Hamilton,676
Eric,Eric Williams,Williams,677
George,George Zidek,Zidek,678
Jason,Jason Caffey,Caffey,679
John,John Amaechi,Amaechi,680
Donny,Donny Marshall,Marshall,681
Bob,Bob Sura,Sura,682
Darryl,Darryl Johnson,Johnson,683
Loren,Loren Meyer,Meyer,684
Cherokee,Cherokee Parks,Parks,685
Antonio,Antonio McDyess,McDyess,686
Rastko,Rastko Cvetkovic,Cvetkovic,687
Michael,Michael Curry,Curry,688
Theo,Theo Ratliff,Ratliff,689
Don,Don Reid,Reid,690
Lou,Lou Roe,Roe,691
Andrew,Andrew DeClercq,DeClercq,692
Joe,Joe Smith,Smith,693
Sam,Sam Mack,Mack,694
Eldridge,Eldridge Recasner,Recasner,695
Travis,Travis Best,Best,696
Fred,Fred Hoiberg,Hoiberg,697
Eddie,Eddie Johnson,Johnson,698
Brent,Brent Barry,Barry,699
Keith,Keith Tower,Tower,700
Frankie,Frankie King,King,701
Voshon,Voshon Lenard,Lenard,702
Kurt,Kurt Thomas,Thomas,703
Shawn,Shawn Respert,Respert,704
Randolph,Randolph Keys,Keys,705
Jerome,Jerome Allen,Allen,706
Mark,Mark Davis,Davis,707
Kevin,Kevin Garnett,Garnett,708
Ed,Ed O'Bannon,O'Bannon,709
David,David Vaughn,Vaughn,710
Jerry,Jerry Stackhouse,Stackhouse,711
Mario,Mario Bennett,Bennett,712
Chris,Chris Carr,Carr,713
Michael,Michael Finley,Finley,714
John,John Coker,Coker,715
Rumeal,Rumeal Robinson,Robinson,716
Arvydas,Arvydas Sabonis,Sabonis,717
Gary,Gary Trent,Trent,718
Randolph,Randolph Childress,Childress,719
Terrence,Terrence Rencher,Rencher,720
Tyus,Tyus Edney,Edney,721
Corliss,Corliss Williamson,Williamson,722
Clint,Clint McDaniel,McDaniel,723
Cory,Cory Alexander,Alexander,724
Dell,Dell Demps,Demps,725
Sherell,Sherell Ford,Ford,726
Eric,Eric Snow,Snow,727
Jimmy,Jimmy King,King,728
Martin,Martin Lewis,Lewis,729
Dwayne,Dwayne Whitfield,Whitfield,730
Greg,Greg Ostertag,Ostertag,731
Ashraf,Ashraf Amaya,Amaya,732
Cuonzo,Cuonzo Martin,Martin,733
Lawrence,Lawrence Moten,Moten,734
Bryant,Bryant Reeves,Reeves,735
Cedric,Cedric Lewis,Lewis,736
Bob,Bob McCann,McCann,737
Bob,Bob Thornton,Thornton,738
Rasheed,Rasheed Wallace,Wallace,739
Randy,Randy Brown,Brown,753
Jim,Jim Jackson,Jackson,754
Damon,Damon Stoudamire,Stoudamire,757
Jerome,Jerome Kersey,Kersey,760
Matt,Matt Geiger,Geiger,761
Shawn,Shawn Bradley,Bradley,762
Tony,Tony Massenburg,Massenburg,763
David,David Robinson,Robinson,764
Hersey,Hersey Hawkins,Hawkins,765
David,David Wingate,Wingate,766
Terry,Terry Catledge,Catledge,767
Acie,Acie Earl,Earl,768
B.J.,B.J. Armstrong,Armstrong,769
Mark,Mark West,West,770
Elmore,Elmore Spencer,Spencer,771
Rex,Rex Walters,Walters,777
Glen,Glen Rice,Rice,779
Byron,Byron Houston,Houston,780
Will,Will Perdue,Perdue,781
Mitch,Mitch Richmond,Richmond,782
Frank,Frank Brickowski,Brickowski,783
Eric,Eric Murdock,Murdock,785
Gerald,Gerald Wilkins,Wilkins,786
Charles,Charles Barkley,Barkley,787
Kevin,Kevin Willis,Willis,788
Charles,Charles Oakley,Oakley,891
Spud,Spud Webb,Webb,892
Michael,Michael Jordan,Jordan,893
Ricky,Ricky Pierce,Pierce,894
Tyrone,Tyrone Corbin,Corbin,895
Tim,Tim Hardaway,Hardaway,896
Tim,Tim Perry,Perry,897
Blue,Blue Edwards,Edwards,898
Mark,Mark Price,Price,899
Matt,Matt Fish,Fish,900
Otis,Otis Thorpe,Thorpe,901
Bimbo,Bimbo Coles,Coles,902
Geert,Geert Hammink,Hammink,903
Chris,Chris Mullin,Mullin,904
Dale,Dale Davis,Davis,905
Haywoode,Haywoode Workman,Workman,906
Malik,Malik Sealy,Sealy,907
Ervin,Ervin Johnson,Johnson,911
Rafael,Rafael Addison,Addison,912
Larry,Larry Johnson,Johnson,913
Stanley,Stanley Roberts,Roberts,914
Rodney,Rodney Rogers,Rogers,915
Corie,Corie Blount,Blount,916
Jack,Jack Haley,Haley,917
Loy,Loy Vaught,Vaught,919
A.C.,A.C. Green,Green,920
Brad,Brad Daugherty,Daugherty,921
Elden,Elden Campbell,Campbell,922
Donyell,Donyell Marshall,Marshall,923
Anthony,Anthony Goldwire,Goldwire,924
Sean,Sean Higgins,Higgins,925
Alvin,Alvin Robertson,Robertson,926
John,John Salley,Salley,927
Robert,Robert Churchwell,Churchwell,928
Tracy,Tracy Moore,Moore,929
Kenny,Kenny Gattison,Gattison,930
Don,Don MacLean,MacLean,931
Oliver,Oliver Miller,Miller,932
Derrick,Derrick Coleman,Coleman,934
Bryon,Bryon Russell,Russell,935
Scottie,Scottie Pippen,Pippen,937
Rony,Rony Seikaly,Seikaly,938
Pete,Pete Myers,Myers,939
Earl,Earl Cureton,Cureton,940
Ennis,Ennis Whatley,Whatley,941
Todd,Todd Mundt,Mundt,942
Ryan,Ryan Lorthridge,Lorthridge,943
Eric,Eric Anderson,Anderson,944
Allen,Allen Iverson,Iverson,947
Marcus,Marcus Camby,Camby,948
Shareef,Shareef Abdur-Rahim,Abdur-Rahim,949
Stephon,Stephon Marbury,Marbury,950
Ray,Ray Allen,Allen,951
Antoine,Antoine Walker,Walker,952
Lorenzen,Lorenzen Wright,Wright,953
Kerry,Kerry Kittles,Kittles,954
Samaki,Samaki Walker,Walker,955
Erick,Erick Dampier,Dampier,956
Todd,Todd Fuller,Fuller,957
Vitaly,Vitaly Potapenko,Potapenko,958
Steve,Steve Nash,Nash,959
Tony,Tony Delk,Delk,960
John,John Wallace,Wallace,961
Walter,Walter McCarty,McCarty,962
Dontae',Dontae' Jones,Jones,963
Roy,Roy Rogers,Rogers,964
Derek,Derek Fisher,Fisher,965
Jerome,Jerome Williams,Williams,966
Brian,Brian Evans,Evans,967
Priest,Priest Lauderdale,Lauderdale,968
Travis,Travis Knight,Knight,969
Othella,Othella Harrington,Harrington,970
Mark,Mark Hendrickson,Hendrickson,971
Ryan,Ryan Minor,Minor,972
Shawn,Shawn Harvey,Harvey,973
Joseph,Joseph Blair,Blair,974
Doron,Doron Sheffer,Sheffer,975
Jeff,Jeff McInnis,McInnis,976
Kobe,Kobe Bryant,Bryant,977
Peja,Peja Stojakovic,Stojakovic,978
Jermaine,Jermaine O'Neal,O'Neal,979
Zydrunas,Zydrunas Ilgauskas,Ilgauskas,980
Efthimios,Efthimios Rentzias,Rentzias,981
Martin,Martin Muursepp,Muursepp,982
Moochie,Moochie Norris,Norris,983
Steve,Steve Hamer,Hamer,984
Russ,Russ Millard,Millard,985
Marcus,Marcus Mann,Mann,986
Jason,Jason Sasser,Sasser,987
Randy,Randy Livingston,Livingston,988
Ben,Ben Davis,Davis,989
Malik,Malik Rose,Rose,990
Joe,Joe Vogel,Vogel,991
Marcus,Marcus Brown,Brown,992
Ron,Ron Riley,Riley,993
Jamie,Jamie Feick,Feick,994
Terrell,Terrell Bell,Bell,996
Chris,Chris Robinson,Robinson,997
Mark,Mark Pope,Pope,998
Jeff,Jeff Nordgaard,Nordgaard,999
Shandon,Shandon Anderson,Anderson,1000
Ronnie,Ronnie Henderson,Henderson,1001
Reggie,Reggie Geary,Geary,1002
Drew,Drew Barry,Barry,1003
Darnell,Darnell Robinson,Robinson,1004
Walt,Walt Williams,Williams,1005
Herb,Herb Williams,Williams,1006
Luther,Luther Wright,Wright,1007
Johnny,Johnny Dawkins,Dawkins,1008
Randy,Randy Woods,Woods,1010
Julius,Julius Nwosu,Nwosu,1022
Emanual,Emanual Davis,Davis,1023
Horacio,Horacio Llamas,Llamas,1024
Evric,Evric Gray,Gray,1026
Trevor,Trevor Wilson,Wilson,1027
Duane,Duane Cooper,Cooper,1030
Darvin,Darvin Ham,Ham,1032
LeRon,LeRon Ellis,Ellis,1034
Shawnelle,Shawnelle Scott,Scott,1035
Litterial,Litterial Green,Green,1036
Stojko,Stojko Vrankovic,Vrankovic,1037
Juaquin,Juaquin Hawkins,Hawkins,1038
Nate,Nate Driggers,Driggers,1041
Amal,Amal McCaskill,McCaskill,1043
Shane,Shane Heal,Heal,1049
Dean,Dean Garrett,Garrett,1051
Ben,Ben Handlogten,Handlogten,1052
Jerrod,Jerrod Mustaf,Mustaf,1054
Ed,Ed Stokes,Stokes,1055
Aleksandar,Aleksandar Djordjevic,Djordjevic,1059
William,William Cunningham,Cunningham,1061
Carl,Carl Thomas,Thomas,1063
Brent,Brent Scott,Scott,1064
Erick,Erick Strickland,Strickland,1065
Jeff,Jeff Webster,Webster,1067
Greg,Greg Dreiling,Dreiling,1068
Devin,Devin Gray,Gray,1070
Reggie,Reggie Slater,Slater,1073
Matt,Matt Maloney,Maloney,1074
Michael,Michael McDonald,McDonald,1075
Ray,Ray Owes,Owes,1077
Henry,Henry James,James,1080
Ira,Ira Bowman,Bowman,1085
Joe,Joe Stephens,Stephens,1086
Chucky,Chucky Atkins,Atkins,1088
Kevin,Kevin Salvadori,Salvadori,1089
Pat,Pat Durham,Durham,1090
Mike,Mike Smrek,Smrek,1091
Gaylon,Gaylon Nickerson,Nickerson,1093
Ivano,Ivano Newbill,Newbill,1096
Zarko,Zarko Paspalj,Paspalj,1097
Matt,Matt Steigenga,Steigenga,1099
Ian,Ian Lockhart,Lockhart,1100
Rich,Rich King,King,1101
Donald,Donald Hodge,Hodge,1106
Tony,Tony Farmer,Farmer,1108
James,James Scott,Scott,1109
Mark,Mark Strickland,Strickland,1110
Ben,Ben Wallace,Wallace,1112
Jaren,Jaren Jackson,Jackson,1114
Melvin,Melvin Newbern,Newbern,1116
John,John Shasky,Shasky,1117
Tim,Tim Kempton,Kempton,1118
Elmer,Elmer Bennett,Bennett,1120
Dexter,Dexter Boney,Boney,1121
Dominique,Dominique Wilkins,Wilkins,1122
Greg,Greg Kite,Kite,1123
Larry,Larry Stewart,Stewart,1125
Donald,Donald Whiteside,Whiteside,1126
Charles,Charles Claxton,Claxton,1127
Stephen,Stephen Howard,Howard,1128
Ruben,Ruben Nembhard,Nembhard,1129
Jimmy,Jimmy Carruth,Carruth,1131
Larry,Larry Sykes,Sykes,1132
Corey,Corey Beck,Beck,1133
Ike,Ike Austin,Austin,1134
Brett,Brett Szabo,Szabo,1136
Chris,Chris Jent,Jent,1137
Michael,Michael Hawkins,Hawkins,1138
Mark,Mark Bradtke,Bradtke,1361
Xavier,Xavier McDaniel,McDaniel,1365
Lloyd,Lloyd Daniels,Daniels,1380
John,John Long,Long,1381
Aaron,Aaron Williams,Williams,1425
Jimmy,Jimmy Oliver,Oliver,1429
Joe,Joe Courtney,Courtney,1432
Dragan,Dragan Tarlac,Tarlac,1434
Zeljko,Zeljko Rebraca,Rebraca,1442
Lawrence,Lawrence Funderburke,Funderburke,1444
Larry,Larry Bird,Bird,1449
Kevin,Kevin McHale,McHale,1450
Walter,Walter Davis,Davis,1453
Randy,Randy Wittman,Wittman,1456
James,James Worthy,Worthy,1460
Tom,Tom Chambers,Chambers,1472
Larry,Larry Krystkowiak,Krystkowiak,1474
Bruce,Bruce Bowen,Bowen,1477
Stevin,Stevin Smith,Smith,1478
Mike,Mike Brown,Brown,1479
Lionel,Lionel Simmons,Simmons,1489
Tim,Tim Duncan,Duncan,1495
Keith,Keith Van Horn,Van Horn,1496
Chauncey,Chauncey Billups,Billups,1497
Antonio,Antonio Daniels,Daniels,1498
Tony,Tony Battie,Battie,1499
Ron,Ron Mercer,Mercer,1500
Tim,Tim Thomas,Thomas,1501
Adonal,Adonal Foyle,Foyle,1502
Tracy,Tracy McGrady,McGrady,1503
Danny,Danny Fortson,Fortson,1504
Tariq,Tariq Abdul-Wahad,Abdul-Wahad,1505
Austin,Austin Croshere,Croshere,1506
Derek,Derek Anderson,Anderson,1507
Maurice,Maurice Taylor,Taylor,1508
Kelvin,Kelvin Cato,Cato,1509
Brevin,Brevin Knight,Knight,1510
Johnny,Johnny Taylor,Taylor,1511
Chris,Chris Anstey,Anstey,1512
Scot,Scot Pollard,Pollard,1513
Paul,Paul Grant,Grant,1514
Anthony,Anthony Parker,Parker,1515
Ed,Ed Gray,Gray,1516
Bobby,Bobby Jackson,Jackson,1517
Rodrick,Rodrick Rhodes,Rhodes,1518
John,John Thomas,Thomas,1519
Charles,Charles Smith,Smith,1520
Jacque,Jacque Vaughn,Vaughn,1521
Keith,Keith Booth,Booth,1522
Serge,Serge Zwikker,Zwikker,1523
Mark,Mark Sanford,Sanford,1524
Charles,Charles O'Bannon,O'Bannon,1525
James,James Cotton,Cotton,1526
Marko,Marko Milic,Milic,1527
Bubba,Bubba Wells,Wells,1528
Kebu,Kebu Stewart,Stewart,1529
James,James Collins,Collins,1530
Marc,Marc Jackson,Jackson,1531
Jerald,Jerald Honeycutt,Honeycutt,1532
Anthony,Anthony Johnson,Johnson,1533
Eddie,Eddie Elisma,Elisma,1534
Jason,Jason Lawson,Lawson,1535
Stephen,Stephen Jackson,Jackson,1536
Gordon,Gordon Malone,Malone,1537
Cedric,Cedric Henderson,Henderson,1538
God,God Shammgod,Shammgod,1539
Eric,Eric Washington,Washington,1540
Alvin,Alvin Williams,Williams,1541
Predrag,Predrag Drobnjak,Drobnjak,1542
Alain,Alain Digbeau,Digbeau,1543
Chris,Chris Crawford,Crawford,1544
DeJuan,DeJuan Wheat,Wheat,1545
C.J.,C.J. Bruton,Bruton,1546
Paul,Paul Rogers,Rogers,1547
Mark,Mark Blount,Blount,1548
Ben,Ben Pepper,Pepper,1549
Nate,Nate Erdmann,Erdmann,1550
Roberto,Roberto Duenas,Duenas,1551
Jamal,Jamal Robinson,Robinson,1554
Adrian,Adrian Griffin,Griffin,1559
Gerard,Gerard King,King,1562
Kevin,Kevin Ollie,Ollie,1563
Etdrick,Etdrick Bohannon,Bohannon,1564
Michael,Michael Stewart,Stewart,1565
Keith,Keith Closs,Closs,1569
Nate,Nate Huffman,Huffman,1572
Derek,Derek Grimm,Grimm,1575
Travis,Travis Williams,Williams,1576
Darnell,Darnell Mee,Mee,1577
Shea,Shea Seals,Seals,1578
Brandon,Brandon Williams,Williams,1585
Alvin,Alvin Sims,Sims,1591
Charles,Charles Shackleford,Shackleford,1593
Rick,Rick Brunson,Brunson,1594
Kornel,Kornel David,David,1600
Rusty,Rusty LaRue,LaRue,1601
Walter,Walter Bond,Bond,1603
Troy,Troy Hudson,Hudson,1607
Art,Art Long,Long,1609
Chris,Chris Garner,Garner,1612
Kiwane,Kiwane Garris,Garris,1619
Rodney,Rodney McCray,McCray,1622
Alan,Alan Ogg,Ogg,1628
Mikki,Mikki Moore,Moore,1630
Billy,Billy Thompson,Thompson,1631
Malcolm,Malcolm Mackey,Mackey,1635
Gerald,Gerald Madkins,Madkins,1666
Steve,Steve Henson,Henson,1667
Harold,Harold Ellis,Ellis,1677
Brian,Brian Oliver,Oliver,1680
Reggie,Reggie Hanson,Hanson,1682
Larry,Larry Robinson,Robinson,1683
Michael,Michael Olowokandi,Olowokandi,1709
Mike,Mike Bibby,Bibby,1710
Raef,Raef LaFrentz,LaFrentz,1711
Antawn,Antawn Jamison,Jamison,1712
Vince,Vince Carter,Carter,1713
Robert,Robert Traylor,Traylor,1714
Jason,Jason Williams,Williams,1715
Larry,Larry Hughes,Hughes,1716
Dirk,Dirk Nowitzki,Nowitzki,1717
Paul,Paul Pierce,Pierce,1718
Bonzi,Bonzi Wells,Wells,1719
Michael,Michael Doleac,Doleac,1720
Keon,Keon Clark,Clark,1721
Michael,Michael Dickerson,Dickerson,1722
Matt,Matt Harpring,Harpring,1723
Bryce,Bryce Drew,Drew,1724
Rasho,Rasho Nesterovic,Nesterovic,1725
Mirsad,Mirsad Turkcan,Turkcan,1726
Pat,Pat Garrity,Garrity,1727
Roshown,Roshown McLeod,McLeod,1728
Ricky,Ricky Davis,Davis,1729
Brian,Brian Skinner,Skinner,1730
Tyronn,Tyronn Lue,Lue,1731
Felipe,Felipe Lopez,Lopez,1732
Al,Al Harrington,Harrington,1733
Sam,Sam Jacobson,Jacobson,1734
Vladimir,Vladimir Stepania,Stepania,1735
Corey,Corey Benjamin,Benjamin,1736
